login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
thejzany,thejzany/Hibernate-JPA-CRUD-Operations,2023-09-19,0,0,Java,True,True,Not Available
thejzany,thejzany/Hibernate-Types-Of-Mapping,2023-09-18,0,0,Java,True,True,Not Available
thejzany,thejzany/JDBC-Basic-CRUD-Operations,2023-09-05,0,0,Java,True,True,Not Available
thejzany,thejzany/Library-Management-System,2023-10-02,0,0,Java,True,True,Not Available
thejzany,thejzany/Logical-Programming,2023-07-20,2,2,Java,True,True,Not Available
thejzany,thejzany/Movie-Ticket-Booking-System,2023-08-01,2,2,Java,True,True,Not Available
thejzany,thejzany/Pattern-Printing-Programs,2023-08-25,0,0,Java,True,True,Not Available
thejzany,thejzany/Product-Management-System-JDBC,2023-09-09,0,0,Java,True,True,Not Available
thejzany,thejzany/School-App-JDBC,2023-09-10,0,0,Java,True,True,Not Available
thejzany,thejzany/Servlet-Cookies,2023-10-08,0,0,Java,True,True,Not Available
thejzany,thejzany/Servlet-CRUD-Operations,2023-10-06,1,1,Java,True,True,Not Available
thejzany,thejzany/Servlet-HttpSession,2023-10-10,0,0,,True,True,Not Available
thejzany,thejzany/Spring-IOC-Instantiation,2023-12-01,0,0,,True,True,Not Available
thejzany,thejzany/SQL,2023-08-24,0,0,,True,False,Not Available
thejzany,thejzany/Strings,2023-08-28,0,0,Java,True,True,Not Available
thejzany,thejzany/System-Design-Hibernate,2023-09-19,0,0,Java,True,True,Not Available
thejzany,thejzany/thejzany,2023-09-08,0,0,,True,False,Not Available
thejzany,thejzany/Web-Development,2023-09-21,0,0,HTML,True,True,Not Available
ajaykakkar93,ajaykakkar93/aePicassoChart,2018-06-28,0,0,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/ajayk,2018-03-25,0,0,HTML,True,True,Not Available
ajaykakkar93,ajaykakkar93/ajaykakkar93.github.io,2018-01-15,0,0,HTML,True,True,Other
ajaykakkar93,ajaykakkar93/Breadcrumb,2019-09-27,1,1,JavaScript,True,True,Apache License 2.0
ajaykakkar93,ajaykakkar93/CircularGauge,2019-09-27,0,0,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/Custom-Sense-Mashup,2017-12-28,3,3,CSS,True,True,Not Available
ajaykakkar93,ajaykakkar93/Export-Multiple,2022-09-08,0,0,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/ExtensionList,2019-09-24,0,0,HTML,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/FlexLayout,2019-03-03,0,0,Swift,True,True,MIT License
ajaykakkar93,ajaykakkar93/HRTheme,2019-09-27,1,1,CSS,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/ImageColorFill,2019-09-27,1,1,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/InputForm,2019-09-27,4,4,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/JRN-418,2018-05-10,0,0,HTML,True,True,Other
ajaykakkar93,ajaykakkar93/kpi_5,2018-06-28,0,0,CSS,True,True,Not Available
ajaykakkar93,ajaykakkar93/kpi_7,2018-07-01,0,0,CSS,True,True,Not Available
ajaykakkar93,ajaykakkar93/lollipop-chart,2019-04-03,0,0,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/manikaseth,2022-08-07,0,0,CSS,True,True,Other
ajaykakkar93,ajaykakkar93/node,2018-02-07,1,1,JavaScript,True,True,Other
ajaykakkar93,ajaykakkar93/OvalKPI,2019-09-27,0,0,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/picasso.js,2018-02-16,1,1,JavaScript,True,False,MIT License
ajaykakkar93,ajaykakkar93/Ploty-Bar-Line-Chart,2020-09-21,0,0,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/PricingTable,2019-03-24,0,0,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/Qlik-Sense-BarChart-Growth,2021-10-06,1,1,JavaScript,True,True,GNU General Public License v3.0
ajaykakkar93,ajaykakkar93/Qlik-Sense-Dialog-Box,2019-03-05,2,2,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/qlik-sense-styler,2017-09-26,7,7,JavaScript,True,True,Not Available
ajaykakkar93,ajaykakkar93/Qlik-Sense-Styler-Mashup,2019-03-08,1,1,JavaScript,True,True,Not Available
ajaykakkar93,ajaykakkar93/QlikSense-Sheet-Styler-Lite,2017-12-28,23,23,JavaScript,True,True,Not Available
ajaykakkar93,ajaykakkar93/QlikSense_Organisationchart,2019-03-03,0,0,CSS,True,True,MIT License
ajaykakkar93,ajaykakkar93/Qlik_Sense_Extension-GridChartV2,2019-03-18,0,0,JavaScript,True,True,MIT License
ajaykakkar93,ajaykakkar93/QS-Legend,2018-07-01,1,1,JavaScript,True,True,GNU General Public License v3.0
Hiral25p,Hiral25p/ArogyaMate,2023-09-24,0,0,PHP,True,True,Not Available
Hiral25p,Hiral25p/BarnabyAI,2024-07-22,0,0,,True,True,Not Available
Hiral25p,Hiral25p/bit-n-build-hackathon,2023-01-28,0,0,HTML,True,True,MIT License
Hiral25p,Hiral25p/Book-Management-system,2022-07-01,0,0,Python,True,True,Not Available
Hiral25p,Hiral25p/DeepCytes---Truecaller-DB,2024-07-18,0,0,HTML,True,True,Not Available
Hiral25p,Hiral25p/DeepCytes-Blog-Scraper,2024-10-16,0,0,,True,True,Not Available
Hiral25p,Hiral25p/DiM-semester-7,2024-09-12,0,0,HTML,True,True,Not Available
Hiral25p,Hiral25p/Disease-Prediction,2022-11-30,0,0,Python,True,True,Not Available
Hiral25p,Hiral25p/filemon,2023-11-07,0,0,,True,True,Not Available
Hiral25p,Hiral25p/FreshFields,2023-03-21,0,0,HTML,True,True,MIT License
Hiral25p,Hiral25p/frontend,2023-09-23,0,0,,True,False,Not Available
Hiral25p,Hiral25p/frontend-new,2024-07-19,0,0,,True,True,Not Available
Hiral25p,Hiral25p/Hand-Gesture-Recognition-Model,2024-05-19,0,0,Python,True,False,Not Available
Hiral25p,Hiral25p/Hiral25p,2023-01-05,0,0,,True,True,Not Available
Hiral25p,Hiral25p/Multilingual-Language-Translator,2023-11-15,0,0,,True,False,Not Available
Hiral25p,Hiral25p/myflaskapp,2024-08-14,0,0,Python,True,True,Not Available
Hiral25p,Hiral25p/SP1,2024-09-12,0,0,Java,True,False,Not Available
Hiral25p,Hiral25p/SP2,2024-09-12,0,0,Python,True,True,Not Available
Hiral25p,Hiral25p/SP3,2024-09-12,0,0,Java,True,True,Not Available
Hiral25p,Hiral25p/To-Do-List,2023-11-14,0,0,PHP,True,True,Not Available
Hiral25p,Hiral25p/To-Do-List-WP,2023-11-24,0,0,PHP,True,True,MIT License
